,id,original_title,release_date,genres,vote_count,language
2663,288980,Freedom,2014-08-21,['Drama'],9,English
2664,33,Unforgiven,1992-08-07,['Western'],1113,English
2665,1951,Manderlay,2005-05-16,['Drama'],78,Danish
2666,12405,Slumdog Millionaire,2008-05-12,"['Drama', 'Romance']",2827,English
2667,10998,Fatal Attraction,1987-09-11,"['Drama', 'Romance', 'Thriller']",291,English
2668,114,Pretty Woman,1990-03-23,"['Romance', 'Comedy']",1746,English
2669,9396,Crocodile Dundee II,1988-05-19,"['Adventure', 'Comedy']",303,English
2670,319910,Broken Horses,2015-03-15,"['Thriller', 'Mystery', 'Drama', 'Crime']",10,English
2671,2604,Born on the Fourth of July,1989-12-20,"['Drama', 'War']",395,English
2672,864,Cool Runnings,1993-09-30,['Comedy'],491,English
2673,14435,My Bloody Valentine,2009-01-16,"['Mystery', 'Horror']",299,English
2674,1931,Stomp the Yard,2007-05-16,"['Drama', 'Music']",88,English
2675,691,The Spy Who Loved Me,1977-07-07,"['Adventure', 'Action', 'Thriller']",507,English
2676,9877,Urban Legend,1998-09-25,"['Horror', 'Thriller']",290,English
2677,62008,Good Deeds,2012-02-23,"['Comedy', 'Drama', 'Romance']",45,English
2678,12227,White Fang,1991-01-18,"['Action', 'Adventure', 'Drama', 'Family']",135,English
2679,13824,Superstar,1999-10-08,"['Comedy', 'Family']",83,English
2680,71688,The Iron Lady,2011-12-30,"['History', 'Drama']",527,English
2681,15173,Jonah: A VeggieTales Movie,2002-10-04,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",22,English
2682,8291,Poetic Justice,1993-07-23,"['Drama', 'Romance']",47,English
2683,13950,All About the Benjamins,2002-03-08,"['Action', 'Adventure', 'Comedy']",48,English
2684,12158,Vampire in Brooklyn,1995-10-27,"['Comedy', 'Horror', 'Romance']",111,English
2685,11586,Exorcist II: The Heretic,1977-06-17,"['Horror', 'Thriller', 'Fantasy']",133,English
2686,10008,An American Haunting,2005-05-05,"['Horror', 'Thriller']",142,English
2687,2830,My Boss's Daughter,2003-08-21,"['Comedy', 'Romance']",180,English
2688,12403,A Perfect Getaway,2009-06-08,"['Thriller', 'Mystery', 'Adventure']",351,English
2689,34563,Our Family Wedding,2010-03-12,['Comedy'],39,English
2690,14557,Dead Man on Campus,1998-08-21,['Comedy'],49,English
2691,10368,Tea with Mussolini,1999-03-25,"['Comedy', 'Drama', 'War']",32,English
2692,10280,Thinner,1996-10-25,"['Horror', 'Thriller']",124,English
2693,12637,"New York, New York",1977-06-21,"['Drama', 'Music', 'Romance']",67,English
2694,34152,Crooklyn,1994-05-13,"['Comedy', 'Drama']",31,English
2695,14434,I Think I Love My Wife,2007-03-16,"['Comedy', 'Romance']",55,English
2696,11470,Jason X,2001-07-24,"['Horror', 'Science Fiction']",291,English
2697,10741,Bobby,2006-09-05,"['History', 'Drama']",119,English
2698,24940,Head Over Heels,2001-02-02,"['Comedy', 'Romance']",73,English
2699,82679,Fun Size,2012-10-25,['Comedy'],134,English
2700,2013,Le scaphandre et le papillon,2007-05-22,['Drama'],283,French
2701,1440,Little Children,2006-10-06,"['Romance', 'Drama']",240,English
2702,18041,Gossip,2000-04-21,"['Drama', 'Mystery', 'Thriller']",68,English
2703,28029,A Walk on the Moon,1999-01-29,"['Drama', 'Romance']",21,English
2704,1123,Catch a Fire,2006-10-27,"['Action', 'Drama', 'Thriller']",25,English
2705,14033,Soul Survivors,2001-09-06,"['Horror', 'Mystery', 'Thriller']",49,English
2706,87729,Jefferson in Paris,1995-03-31,"['Drama', 'Romance']",10,English
2707,16899,Easy Virtue,2008-01-01,"['Comedy', 'Romance']",108,English
2708,41317,Caravans,1978-11-02,"['Action', 'Adventure', 'Drama', 'Romance']",1,English
2709,245700,Mr. Turner,2014-10-31,"['History', 'Drama']",204,English
2710,37842,Les herbes folles,2009-05-20,"['Drama', 'Romance']",22,French
2711,9045,Amen.,2002-02-13,"['Drama', 'History']",75,French
2712,44092,剑雨,2010-09-01,"['History', 'Action']",57,Chinese
2713,16005,The Lucky Ones,2008-09-26,"['Comedy', 'Drama', 'History']",55,English
2714,44754,Margaret,2011-09-30,['Drama'],86,English
2715,23988,Stan Helsing,2009-10-27,"['Comedy', 'Horror']",97,English
2716,43949,Flipped,2010-08-06,"['Romance', 'Drama']",418,English
2717,142,Brokeback Mountain,2005-09-02,"['Drama', 'Romance']",1480,English
2718,9603,Clueless,1995-07-19,"['Comedy', 'Drama', 'Romance']",803,English
2719,10712,Far from Heaven,2002-09-01,"['Drama', 'Romance']",144,English
2720,243938,Hot Tub Time Machine 2,2015-02-20,['Comedy'],354,English
2721,10876,Quills,2000-11-22,['Drama'],128,English
2722,86838,Seven Psychopaths,2012-09-07,"['Comedy', 'Crime']",1206,English
2723,25208,The Caveman's Valentine,2001-01-19,"['Drama', 'Mystery', 'Thriller']",27,English
2724,613,Der Untergang,2004-09-08,"['Drama', 'History', 'War']",1037,German
2725,1913,Mar adentro,2004-09-03,['Drama'],219,Spanish
2726,97370,Under the Skin,2014-03-14,"['Thriller', 'Science Fiction', 'Drama']",1102,English
2727,801,"Good Morning, Vietnam",1987-12-23,"['Comedy', 'Drama', 'War']",642,English
2728,70829,The Last Godfather,2010-12-29,"['Action', 'Comedy', 'Thriller']",7,English
2729,54518,Justin Bieber: Never Say Never,2011-02-11,"['Documentary', 'Music', 'Family']",154,English
2730,44214,Black Swan,2010-12-02,"['Drama', 'Thriller']",4430,English
2731,240,The Godfather: Part II,1974-12-20,"['Drama', 'Crime']",3338,English
2732,9816,Save the Last Dance,2001-01-12,"['Drama', 'Family', 'Romance', 'Music']",352,English
2733,10131,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,"['Horror', 'Thriller']",281,English
2734,339984,Miracles from Heaven,2016-03-17,['Drama'],186,English
2735,8859,"Dude, Where’s My Car?",2000-12-15,['Comedy'],509,English
2736,11967,Young Guns,1988-08-12,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",258,English
2737,239563,St. Vincent,2014-10-09,['Comedy'],763,English
2738,222899,About Last Night,2014-02-14,"['Comedy', 'Romance']",210,English
2739,4951,10 Things I Hate About You,1999-03-30,"['Comedy', 'Romance', 'Drama']",1701,English
2740,10985,The New Guy,2002-05-10,"['Comedy', 'Family']",151,English
2741,9644,National Lampoon's Loaded Weapon 1,1993-02-04,['Comedy'],157,English
2742,332567,The Shallows,2016-06-24,"['Horror', 'Drama', 'Thriller']",1567,English
2743,1954,The Butterfly Effect,2004-01-22,"['Science Fiction', 'Thriller']",2060,English
2744,15489,Snow Day,2000-02-11,"['Comedy', 'Family']",51,English
2745,15250,This Christmas,2007-11-27,"['Comedy', 'Drama']",29,English
2746,22345,Baby Geniuses,1999-03-12,"['Science Fiction', 'Comedy', 'Family']",75,English
2747,9448,The Big Hit,1998-04-24,"['Action', 'Adventure', 'Comedy', 'Thriller']",109,English
2748,38223,Harriet the Spy,1996-07-10,"['Comedy', 'Drama', 'Family']",46,English
2749,11186,Child's Play 2,1990-11-09,"['Drama', 'Horror']",308,English
2750,136835,No Good Deed,2014-09-10,"['Crime', 'Thriller']",181,English
2751,5876,The Mist,2007-11-21,"['Science Fiction', 'Horror', 'Thriller']",1399,English
2752,264660,Ex Machina,2015-01-21,"['Drama', 'Science Fiction']",4737,English
2753,492,Being John Malkovich,1999-09-30,"['Fantasy', 'Drama', 'Comedy']",1101,English
2754,25462,Two Can Play That Game,2001-09-07,"['Comedy', 'Romance']",17,English
2755,238603,Earth to Echo,2014-06-14,"['Family', 'Adventure', 'Science Fiction']",290,English
2756,10691,Crazy/Beautiful,2001-06-29,"['Drama', 'Romance']",96,English
2757,1251,Letters from Iwo Jima,2006-12-19,"['Action', 'Adventure', 'Drama', 'War']",541,English
2758,5172,The Astronaut Farmer,2006-10-15,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",123,English
2759,58680,Woo,1998-05-08,"['Comedy', 'Romance']",10,English
2760,264644,Room,2015-10-16,"['Drama', 'Thriller']",2757,English
2761,14577,Dirty Work,1998-06-12,['Comedy'],66,English
2762,11592,Serial Mom,1994-04-13,"['Comedy', 'Crime', 'Horror', 'Thriller']",135,English
2763,16406,Dick,1999-08-04,['Comedy'],67,English
2764,19052,Light It Up,1999-11-04,"['Drama', 'Thriller']",7,English
2765,3682,54,1998-08-28,"['Music', 'Drama']",135,English
2766,9683,Bubble Boy,2001-08-24,"['Adventure', 'Comedy', 'Drama', 'Romance']",163,English
2767,2084,Birthday Girl,2001-09-06,"['Comedy', 'Crime', 'Thriller']",103,English
2768,107811,21 & Over,2013-03-01,['Comedy'],737,English
2769,2266,"Paris, je t'aime",2006-05-16,"['Drama', 'Romance']",207,French
2770,13074,Resurrecting the Champ,2007-06-14,['Drama'],60,English
2771,144340,Admission,2013-03-21,"['Comedy', 'Drama', 'Romance']",304,English
2772,48217,La veuve de Saint-Pierre,2000-01-01,"['Romance', 'Drama']",11,English
2773,28211,Chloe,2009-03-25,"['Drama', 'Thriller', 'Mystery']",498,English
2774,47502,Faithful,1996-04-03,"['Comedy', 'Crime', 'Drama']",4,English
2775,9950,Find Me Guilty,2006-03-16,"['Drama', 'Action', 'Comedy', 'Crime']",138,English
2776,84892,The Perks of Being a Wallflower,2012-09-20,"['Drama', 'Romance']",2968,English
2777,24227,Excessive Force,1993-05-14,['Action'],10,English
2778,9672,Infamous,2006-11-16,['Drama'],60,English
2779,44853,The Claim,2000-12-29,"['Drama', 'Romance', 'Western']",17,English
2780,157544,The Vatican Tapes,2015-07-24,"['Thriller', 'Horror']",243,English
2781,59678,Attack the Block,2011-05-12,"['Action', 'Comedy', 'Science Fiction']",733,English
2782,79777,In the Land of Blood and Honey,2011-12-23,"['Drama', 'Romance', 'War']",45,English
2783,158011,The Call,2013-03-14,"['Crime', 'Thriller']",1257,English
2784,407887,인천상륙작전,2016-07-27,"['History', 'Drama', 'War', 'Action']",29,Korean
2785,17043,The Crocodile Hunter: Collision Course,2002-07-26,"['Family', 'Action', 'Adventure']",34,English
2786,8952,I Love You Phillip Morris,2009-01-18,"['Comedy', 'Drama', 'Romance']",503,English
2787,62204,La Guerre du feu,1981-12-15,"['Adventure', 'Drama']",109,Placeholder
2788,13435,Antwone Fisher,2002-12-19,"['Drama', 'Romance']",137,English
2789,17187,The Emperor's Club,2002-11-22,"['Drama', 'Romance']",96,English
2790,319,True Romance,1993-09-09,"['Action', 'Thriller', 'Crime', 'Romance']",749,English
2791,59457,Womb,2010-07-15,"['Romance', 'Science Fiction']",92,English
2792,9504,Glengarry Glen Ross,1992-09-15,"['Crime', 'Drama', 'Mystery']",323,English
2793,37414,The Killer Inside Me,2010-02-19,"['Crime', 'Drama', 'Thriller']",173,English
2794,6217,Cat People,1982-04-02,"['Drama', 'Fantasy', 'Horror', 'Thriller']",94,English
2795,26688,Sorority Row,2009-09-09,"['Horror', 'Mystery', 'Thriller']",177,English
2796,43867,The Prisoner of Zenda,1937-09-03,"['Adventure', 'Drama', 'Romance']",11,English
2797,6615,Lars and the Real Girl,2007-10-12,"['Comedy', 'Romance', 'Drama']",509,English
2798,14574,The Boy in the Striped Pyjamas,2008-05-07,"['War', 'Drama']",1451,English
2799,16,Dancer in the Dark,2000-05-17,"['Drama', 'Crime', 'Music']",377,English
2800,39780,Oscar and Lucinda,1997-12-31,"['Drama', 'Romance']",25,English
2801,21612,The Funeral,1996-01-26,"['Crime', 'Drama']",31,English
2802,36691,Solitary Man,2009-09-07,"['Comedy', 'Drama', 'Romance']",84,English
2803,23631,Machete,2010-09-01,"['Action', 'Comedy', 'Thriller']",1150,English
2804,45324,Casino Jack,2010-09-16,"['Crime', 'Comedy', 'Drama']",94,English
2805,12144,The Land Before Time,1988-11-18,"['Animation', 'Adventure', 'Family']",640,English
2806,11658,태극기 휘날리며,2004-02-05,"['Action', 'Adventure', 'Drama', 'History', 'War']",133,Korean
2807,56601,The Perfect Game,2010-04-01,"['Drama', 'Family']",30,English
2808,9552,The Exorcist,1973-12-26,"['Drama', 'Horror', 'Thriller']",2005,English
2809,578,Jaws,1975-06-18,"['Horror', 'Thriller', 'Adventure']",2542,English
2810,2105,American Pie,1999-07-09,"['Comedy', 'Romance']",2296,English
2811,126319,Ernest et Célestine,2012-12-12,"['Animation', 'Comedy', 'Drama', 'Family']",142,French
2812,10136,The Golden Child,1986-12-12,"['Action', 'Adventure', 'Comedy']",304,English
2813,67660,Think Like a Man,2012-04-16,"['Comedy', 'Romance']",281,English
2814,10611,Barbershop,2002-04-01,"['Comedy', 'Drama']",137,English
2815,154,Star Trek II: The Wrath of Khan,1982-06-03,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",675,English
2816,3049,Ace Ventura: Pet Detective,1994-02-04,"['Comedy', 'Mystery']",1648,English
2817,860,WarGames,1983-06-03,"['Thriller', 'Science Fiction']",504,English
2818,9281,Witness,1985-02-08,"['Crime', 'Drama', 'Romance', 'Thriller']",375,English
2819,75674,Act of Valor,2012-02-24,"['Action', 'Thriller', 'War']",417,English
2820,9762,Step Up,2006-08-11,"['Music', 'Drama', 'Romance', 'Crime']",1060,English
2821,3179,Beavis and Butt-Head Do America,1996-12-15,"['Animation', 'Comedy']",168,English
2822,184,Jackie Brown,1997-12-24,"['Comedy', 'Crime', 'Romance']",1514,English
2823,13335,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,"['Comedy', 'Adventure']",497,English
2824,76726,Chronicle,2012-02-01,"['Science Fiction', 'Drama', 'Thriller']",1935,English
2825,10269,Yentl,1983-11-18,"['Music', 'Drama', 'Romance']",51,English
2826,36819,Time Bandits,1981-07-13,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",249,English
2827,17130,Crossroads,2002-02-15,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",158,English
2828,57214,Project X,2012-03-01,"['Comedy', 'Crime']",1564,English
2829,11202,Patton,1970-01-25,"['Drama', 'History', 'War']",323,English
2830,9357,One Hour Photo,2002-08-21,"['Horror', 'Thriller']",435,English
2831,13812,Quarantine,2008-10-10,"['Horror', 'Science Fiction', 'Thriller']",339,English
2832,9030,The Eye,2008-02-01,"['Drama', 'Horror', 'Thriller']",281,English
2833,19084,Johnson Family Vacation,2004-04-07,"['Comedy', 'Family']",30,English
2834,8386,How High,2001-12-21,['Comedy'],218,English
2835,10437,The Muppet Christmas Carol,1992-12-10,"['Comedy', 'Family', 'Fantasy', 'Drama']",212,English
2836,1360,Frida,2002-08-29,"['Drama', 'Romance']",383,English
2837,101267,Katy Perry: Part of Me,2012-06-28,"['Documentary', 'Music']",85,English
2838,222935,The Fault in Our Stars,2014-05-16,"['Romance', 'Drama']",3759,English
2839,10220,Rounders,1998-09-11,"['Drama', 'Crime']",439,English
2840,284296,Top Five,2014-12-12,"['Drama', 'Comedy']",210,English
2841,31915,Prophecy,1979-01-01,"['Horror', 'Science Fiction']",25,English
2842,11601,Stir of Echoes,1999-09-10,"['Horror', 'Mystery', 'Thriller']",330,English
2843,205220,Philomena,2013-11-01,['Drama'],579,English
2844,11354,The Upside of Anger,2005-01-23,"['Comedy', 'Drama']",72,English
2845,16241,The Boys from Brazil,1978-10-05,"['Horror', 'Drama', 'Thriller', 'Science Fiction']",101,English
2846,14191,Aquamarine,2006-03-03,"['Fantasy', 'Romance', 'Family', 'Comedy']",364,English
2847,286565,Paper Towns,2015-06-18,"['Drama', 'Mystery', 'Romance']",1937,English
2848,26710,My Baby's Daddy,2004-01-09,['Comedy'],15,English
2849,129670,Nebraska,2013-09-21,"['Drama', 'Adventure']",636,English
2850,9059,Tales from the Crypt: Demon Knight,1995-01-13,"['Horror', 'Comedy', 'Thriller']",94,English
2851,34549,Max Keeble's Big Move,2001-10-05,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",33,English
2852,57157,Young Adult,2011-12-16,"['Comedy', 'Drama']",364,English
2853,1948,Crank,2006-08-31,"['Action', 'Thriller', 'Crime']",1151,English
2854,28353,How to Be a Player,1997-08-06,"['Comedy', 'Romance']",8,English
2855,46889,Living Out Loud,1998-10-30,"['Comedy', 'Drama', 'Romance']",11,English
2856,38093,Just Wright,2010-05-14,"['Comedy', 'Drama', 'Romance']",99,English
2857,14976,Rachel Getting Married,2008-10-03,['Drama'],163,English
2858,11027,The Postman Always Rings Twice,1981-03-20,"['Romance', 'Crime', 'Drama']",110,English
2859,3635,Girl with a Pearl Earring,2003-08-31,"['Drama', 'Romance']",377,English
2860,387,Das Boot,1981-09-16,"['Action', 'Drama', 'History', 'War', 'Adventure']",613,German
2861,6020,Sorority Boys,2002-03-22,['Comedy'],47,English
2862,122906,About Time,2013-08-16,"['Comedy', 'Drama', 'Science Fiction']",2067,English
2863,9550,十面埋伏,2004-05-19,"['Adventure', 'Drama', 'Action', 'Romance']",439,Chinese
2864,60599,Arbitrage,2012-09-14,"['Drama', 'Thriller']",294,English
2865,227719,Project Almanac,2015-01-30,"['Science Fiction', 'Thriller']",933,English
2866,14299,Cadillac Records,2008-12-05,"['Drama', 'History', 'Music']",86,English
2867,19419,Screwed,2000-05-12,"['Action', 'Comedy']",23,English
2868,12088,Fortress,1992-09-30,"['Action', 'Thriller', 'Science Fiction']",168,English
2869,14799,For Your Consideration,2006-11-22,"['Comedy', 'Drama']",43,English
2870,9466,Celebrity,1998-09-07,"['Drama', 'Comedy']",111,English
2871,7510,Running with Scissors,2006-10-27,"['Drama', 'Comedy']",78,English
2872,31246,From Justin to Kelly,2003-06-20,"['Comedy', 'Romance']",23,English
2873,61752,Girl 6,1996-03-22,['Comedy'],16,English
2874,10944,In the Cut,2003-09-09,"['Mystery', 'Thriller']",89,English
2875,10362,Two Lovers,2008-11-19,"['Drama', 'Romance']",154,English
2876,14778,Last Orders,2001-09-10,"['Comedy', 'Drama']",22,English
2877,1255,괴물,2006-07-27,"['Horror', 'Drama', 'Science Fiction']",537,Korean
2878,45226,The Pursuit of D.B. Cooper,1981-11-13,"['Adventure', 'Crime', 'Thriller']",4,English
2879,10212,Ravenous,1999-03-16,"['Comedy', 'Horror', 'Thriller', 'Western']",141,English
2880,8669,Charlie Bartlett,2008-02-22,"['Comedy', 'Drama']",225,English
2881,179144,La grande bellezza,2013-05-21,"['Comedy', 'Drama']",720,Italian
2882,16857,The Dangerous Lives of Altar Boys,2002-06-14,"['Comedy', 'Drama']",53,English
2883,86825,Stoker,2013-02-28,"['Drama', 'Horror', 'Thriller']",882,English
2884,844,2046,2004-05-20,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",206,Chinese
2885,8060,Married Life,2007-09-12,"['Crime', 'Drama', 'Romance']",38,English
2886,15907,Duma,2005-04-22,"['Adventure', 'Drama', 'Family']",41,English
2887,38448,Ondine,2009-09-14,"['Drama', 'Romance']",84,English
2888,327,Brother,2000-09-09,"['Crime', 'Drama', 'Thriller']",107,Japanese
2889,9260,Welcome to Collinwood,2002-05-24,['Comedy'],50,English
2890,61337,Critical Care,1997-10-31,"['Comedy', 'Drama']",9,English
2891,13079,The Life Before Her Eyes,2007-09-08,"['Thriller', 'Drama', 'Mystery']",88,English
2892,89325,Darling Companion,2012-04-20,"['Drama', 'Romance']",22,English
2893,4170,Trade,2007-01-23,"['Drama', 'Thriller']",67,English
2894,41508,Sorstalanság,2005-02-10,"['War', 'Drama']",28,Hungarian
2895,12479,Breakfast of Champions,1999-02-13,['Comedy'],28,English
2896,44555,三枪拍案惊奇,2009-12-11,"['Comedy', 'Drama', 'Thriller']",13,Chinese
2897,10133,Cypher,2002-10-01,"['Thriller', 'Science Fiction', 'Mystery']",192,English
2898,21345,南京!南京!,2009-04-22,"['Drama', 'History', 'War']",55,Chinese
2899,173931,兔侠传奇,2011-01-01,"['Animation', 'Family', 'Action', 'Adventure', 'Comedy']",3,Chinese
2900,61984,Space Battleship Yamato,2010-12-01,['Science Fiction'],59,Japanese
2901,50601,5 Days of War,2011-04-14,"['War', 'Drama']",62,English
2902,26466,Triangle,2009-10-16,['Horror'],612,English
2903,345003,10 Days in a Madhouse,2015-11-20,['Drama'],5,English
2904,236751,Heaven is for Real,2014-04-16,['Drama'],229,English
2905,107,Snatch,2000-09-01,"['Thriller', 'Crime']",2912,English
2906,357837,Dancin' It's On,2015-10-16,"['Drama', 'Romance']",2,Czech
2907,8913,Pet Sematary,1989-04-21,"['Drama', 'Horror']",407,English
2908,13889,まあだだよ,1993-04-17,['Drama'],20,Japanese
2909,18530,The Cry of the Owl,2009-02-07,['Drama'],29,English
2910,358451,三城记,2015-08-28,"['Drama', 'History', 'Romance']",5,Chinese
2911,927,Gremlins,1984-06-07,"['Fantasy', 'Horror', 'Comedy']",1596,English
2912,11,Star Wars,1977-05-25,"['Adventure', 'Action', 'Science Fiction']",6624,English
2913,291870,Dirty Grandpa,2016-01-21,['Comedy'],1406,English
2914,907,Doctor Zhivago,1965-12-22,"['Drama', 'Romance', 'War']",247,English
2915,206563,Trash,2014-10-09,"['Adventure', 'Crime', 'Drama', 'Thriller']",242,Portuguese
2916,11887,High School Musical 3: Senior Year,2008-10-22,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",821,English
2917,45317,The Fighter,2010-12-17,['Drama'],1486,English
2918,12094,Jackass Number Two,2006-09-22,"['Action', 'Comedy', 'Documentary']",298,English
2919,10377,My Cousin Vinny,1992-03-13,"['Comedy', 'Drama']",384,English
2920,249164,If I Stay,2014-08-21,['Drama'],1368,English
2921,256092,Drive Hard,2014-05-26,"['Action', 'Comedy', 'Crime']",74,English
2922,9942,Major League,1989-02-16,['Comedy'],217,English
2923,10748,St. Trinian's,2007-12-21,"['Comedy', 'Family', 'Science Fiction']",142,English
2924,1817,Phone Booth,2002-09-09,"['Thriller', 'Drama']",1062,English
2925,10229,A Walk to Remember,2002-01-25,"['Drama', 'Romance']",1018,English
2926,687,Dead Man Walking,1995-12-29,['Drama'],337,English
2927,796,Cruel Intentions,1999-03-05,"['Drama', 'Romance', 'Thriller']",827,English
2928,22804,Saw VI,2009-10-22,"['Horror', 'Mystery']",722,English
2929,10156,History of the World: Part I,1981-06-12,['Comedy'],204,English
2930,12837,The Secret Life of Bees,2008-09-17,['Adventure'],158,English
2931,17708,Corky Romano,2001-10-12,"['Action', 'Comedy', 'Crime']",54,English
2932,13937,Raising Cain,1992-08-07,"['Drama', 'Horror', 'Thriller', 'Crime']",65,English
2933,28932,F.I.S.T.,1978-04-26,"['Drama', 'Action']",29,English
2934,31909,Invaders from Mars,1986-01-01,['Science Fiction'],57,English
2935,167073,Brooklyn,2015-10-20,"['Drama', 'Romance']",1213,English
2936,3175,Barry Lyndon,1975-12-18,"['Drama', 'Romance', 'War']",505,English
2937,14369,Out Cold,2001-11-21,['Comedy'],53,English
2938,16888,The Ladies Man,2000-10-13,['Comedy'],34,English
2939,121826,Quartet,2012-09-08,"['Drama', 'Comedy', 'Romance']",139,English
2940,10646,Tomcats,2001-03-30,"['Comedy', 'Romance']",74,English
2941,12149,Frailty,2001-11-17,"['Drama', 'Thriller', 'Crime']",334,English
2942,304357,Woman in Gold,2015-04-10,['Drama'],440,English
2943,11184,Kinsey,2004-09-04,['Drama'],131,English
2944,766,Army of Darkness,1992-10-09,"['Fantasy', 'Horror', 'Comedy']",838,English
2945,20009,Slackers,2002-02-01,"['Comedy', 'Romance']",60,English
2946,1587,What's Eating Gilbert Grape,1993-12-17,"['Romance', 'Drama']",919,English
2947,30973,The Visual Bible: The Gospel of John,2003-09-11,"['Drama', 'History']",12,English
2948,11109,Vera Drake,2004-10-22,"['Crime', 'Drama']",80,English
2949,9027,The Guru,2002-08-21,"['Comedy', 'Romance']",75,English
2950,63020,The Perez Family,1995-05-12,"['Comedy', 'Drama', 'Romance']",9,English
2951,86829,Inside Llewyn Davis,2013-10-06,"['Drama', 'Music']",834,English
2952,11065,O,2001-08-31,"['Drama', 'Romance', 'Thriller']",75,English
2953,13888,Return to the Blue Lagoon,1991-08-02,"['Drama', 'Adventure', 'Romance']",153,English
2954,42345,The Molly Maguires,1970-01-27,"['Drama', 'History']",16,English
2955,13994,Romance & Cigarettes,2005-09-13,"['Comedy', 'Music', 'Romance']",33,English
2956,1590,Copying Beethoven,2006-09-10,['Drama'],42,English
2957,62728,Brighton Rock,2010-09-13,"['Drama', 'Thriller', 'Crime']",35,English
2958,11917,Saw V,2008-10-23,"['Horror', 'Thriller', 'Crime']",820,English
2959,45138,Gli intoccabili,1969-04-01,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",6,Italian
2960,80271,LOL,2012-02-10,"['Drama', 'Comedy', 'Romance']",881,English
2961,4657,Jindabyne,2006-07-20,"['Crime', 'Drama', 'Mystery', 'Thriller']",25,English
2962,14395,कभी अलविदा ना कहना,2006-08-11,"['Drama', 'Romance']",42,Hindi
2963,24137,An Ideal Husband,1999-04-15,"['Drama', 'Comedy', 'Romance']",46,English
2964,190847,The Last Days on Mars,2013-08-11,"['Science Fiction', 'Thriller', 'Horror']",302,English
2965,11056,Darkness,2002-10-02,['Horror'],112,English
2966,62,2001: A Space Odyssey,1968-04-10,"['Science Fiction', 'Mystery', 'Adventure']",2998,English
2967,601,E.T. the Extra-Terrestrial,1982-04-03,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",3269,English
2968,13067,In the Land of Women,2007-04-16,"['Romance', 'Comedy', 'Drama']",160,English
2969,25379,The Blue Butterfly,2004-02-20,"['Adventure', 'Drama', 'Family']",6,English
2970,88641,There Goes My Baby,1994-09-02,"['Drama', 'Comedy']",2,English
2971,58051,Housefull,2010-04-30,"['Drama', 'Comedy', 'Romance', 'Foreign']",29,Hindi
2972,14877,September Dawn,2007-05-17,"['Drama', 'Action', 'History', 'Western', 'Romance']",16,English
2973,96399,For Greater Glory - The True Story of Cristiada,2012-06-01,"['History', 'Drama']",35,English
2974,304410,La Famille Bélier,2014-12-17,"['Comedy', 'Drama', 'Music']",766,French
2975,489,Good Will Hunting,1997-12-05,['Drama'],2811,English
2976,373314,Misconduct,2016-02-05,"['Drama', 'Thriller']",149,English
2977,214,Saw III,2006-10-27,"['Horror', 'Thriller', 'Crime']",1071,English
2978,10890,Stripes,1981-06-25,"['Action', 'Comedy']",249,English
2979,1588,Bring It On,2000-08-25,['Comedy'],568,English
2980,316727,The Purge: Election Year,2016-06-29,"['Action', 'Horror', 'Thriller']",1306,English
2981,10314,She's All That,1999-01-29,"['Comedy', 'Romance']",418,English
2982,663,Saw IV,2007-10-25,"['Horror', 'Thriller', 'Crime']",903,English
2983,11804,White Noise,2005-01-07,"['Drama', 'Horror', 'Thriller']",261,English
2984,16781,Madea's Family Reunion,2006-02-24,"['Drama', 'Comedy', 'Romance']",77,English
2985,11873,The Color of Money,1986-10-07,['Drama'],291,English
2986,9289,The Longest Day,1962-09-25,"['Action', 'Drama', 'History', 'War']",234,English
2987,10414,The Mighty Ducks,1992-10-01,"['Comedy', 'Family']",198,English
2988,1970,The Grudge,2004-10-22,"['Horror', 'Mystery', 'Thriller']",865,English
2989,9614,Happy Gilmore,1996-02-16,['Comedy'],755,English
2990,8922,Jeepers Creepers,2001-07-01,"['Horror', 'Thriller']",720,English
2991,1648,Bill & Ted's Excellent Adventure,1989-02-17,"['Adventure', 'Comedy', 'Science Fiction']",454,English
2992,17917,Oliver!,1968-09-26,"['Drama', 'Family', 'Music']",103,English
2993,74534,The Best Exotic Marigold Hotel,2011-11-28,"['Drama', 'Comedy']",459,English
2994,19405,Recess: School's Out,2001-01-27,"['Science Fiction', 'Animation', 'Comedy', 'Family']",67,English
2995,9355,Mad Max Beyond Thunderdome,1985-06-29,"['Action', 'Adventure', 'Science Fiction']",748,English
2996,10999,Commando,1985-10-03,"['Action', 'Adventure', 'Thriller']",742,English
